meaningful_phrase,bias,outlet,url,sentiment,bias_score,lean_score
measles vaccine,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/robert-f-kennedy-jr-measles-outbreak-hysteria-hhs-cdc/,0.0,0.8376666666666667,-0.8376666666666667
attitude measles vaccines,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/robert-f-kennedy-jr-measles-outbreak-hysteria-hhs-cdc/,0.0,0.8864000000000001,-0.8864000000000001
tied measles vaccine,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/robert-f-kennedy-jr-measles-outbreak-hysteria-hhs-cdc/,0.0,0.8796666666666667,-0.8796666666666667
measles vaccines,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/robert-f-kennedy-jr-measles-outbreak-hysteria-hhs-cdc/,0.0,0.8354666666666667,-0.8354666666666667
funding students disabilities,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/02/ai-artifical-intelligence-determine-cuts-department-education-disabled-students-disabiility-rights/,0.0,0.8575666666666667,-0.8575666666666667
access education states,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/02/ai-artifical-intelligence-determine-cuts-department-education-disabled-students-disabiility-rights/,0.0,0.9073333333333333,-0.9073333333333333
federal funding students,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/02/ai-artifical-intelligence-determine-cuts-department-education-disabled-students-disabiility-rights/,0.0,0.9002666666666667,-0.9002666666666667
reduce education spending,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/02/ai-artifical-intelligence-determine-cuts-department-education-disabled-students-disabiility-rights/,0.0,0.9049999999999999,-0.9049999999999999
education spending possible,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/02/ai-artifical-intelligence-determine-cuts-department-education-disabled-students-disabiility-rights/,0.0,0.8962333333333333,-0.8962333333333333
planned parenthood medicaid,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/south-carolina-attacked-planned-parenthood-will-scotus-let-patients-fight-back/,0.0,0.8982333333333333,-0.8982333333333333
planned parenthood congress,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/south-carolina-attacked-planned-parenthood-will-scotus-let-patients-fight-back/,0.0,0.9151333333333334,-0.9151333333333334
planned parenthood south,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/south-carolina-attacked-planned-parenthood-will-scotus-let-patients-fight-back/,0.0,0.9113000000000001,-0.9113000000000001
planned parenthood forced,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/south-carolina-attacked-planned-parenthood-will-scotus-let-patients-fight-back/,-0.30000000000000004,0.9365,-0.9365
planned parenthood weren,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/south-carolina-attacked-planned-parenthood-will-scotus-let-patients-fight-back/,0.0,0.9117666666666667,-0.9117666666666667
violence research funded,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/domestic-violence-and-maternal-mortality-are-rising-the-nih-just-defunded-a-project-to-study-both/,0.0,0.8531666666666666,-0.8531666666666666
violence ipv pregnancy,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/domestic-violence-and-maternal-mortality-are-rising-the-nih-just-defunded-a-project-to-study-both/,0.0,0.8591000000000001,-0.8591000000000001
research violence women,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/domestic-violence-and-maternal-mortality-are-rising-the-nih-just-defunded-a-project-to-study-both/,0.0,0.9245,-0.9245
maternal mortality violence,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/domestic-violence-and-maternal-mortality-are-rising-the-nih-just-defunded-a-project-to-study-both/,0.0,0.8939666666666666,-0.8939666666666666
issue research homicide,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/domestic-violence-and-maternal-mortality-are-rising-the-nih-just-defunded-a-project-to-study-both/,0.0,0.9414000000000001,-0.9414000000000001
clean hudson river,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/rfk-jr-s-old-environmental-group-is-extremely-unhappy-with-trumps-epa/,0.3666666666666667,0.9194666666666667,-0.9194666666666667
organization riverkeeper,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/rfk-jr-s-old-environmental-group-is-extremely-unhappy-with-trumps-epa/,0.0,0.7804666666666668,-0.7804666666666668
riverkeeper rely epa,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/rfk-jr-s-old-environmental-group-is-extremely-unhappy-with-trumps-epa/,0.0,0.8575333333333334,-0.8575333333333334
hudson river recovering,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/rfk-jr-s-old-environmental-group-is-extremely-unhappy-with-trumps-epa/,0.0,0.8740666666666667,-0.8740666666666667
riverkeeper shocked organization,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/rfk-jr-s-old-environmental-group-is-extremely-unhappy-with-trumps-epa/,-0.7,0.8897,-0.8897
proliferation tesla protests,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/elon-musk-tesla-protests-transphobia/,0.0,0.8984666666666667,-0.8984666666666667
tesla protests,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/elon-musk-tesla-protests-transphobia/,0.0,0.7884000000000001,-0.7884000000000001
protesting tesla,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/elon-musk-tesla-protests-transphobia/,0.0,0.8064666666666667,-0.8064666666666667
violence vandalizing tesla,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/elon-musk-tesla-protests-transphobia/,0.0,0.8715999999999999,-0.8715999999999999
government protesting tesla,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/elon-musk-tesla-protests-transphobia/,0.0,0.8958666666666666,-0.8958666666666666
grant funds farmers,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/farmers-in-trump-country-banked-on-clean-energy-grants-then-things-changed/,0.0,0.891,-0.891
grant program farmers,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/farmers-in-trump-country-banked-on-clean-energy-grants-then-things-changed/,0.0,0.8396,-0.8396
renewable energy grant,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/farmers-in-trump-country-banked-on-clean-energy-grants-then-things-changed/,0.0,0.8774666666666667,-0.8774666666666667
energy grant hoping,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/farmers-in-trump-country-banked-on-clean-energy-grants-then-things-changed/,0.0,0.8920333333333333,-0.8920333333333333
usda said grant,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/farmers-in-trump-country-banked-on-clean-energy-grants-then-things-changed/,0.0,0.8280333333333333,-0.8280333333333333
miami beach cinema,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/o-cinema-miami-beach-florida-no-other-land-censorship-palestine/,0.0,0.8755666666666667,-0.8755666666666667
movie miami beach,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/o-cinema-miami-beach-florida-no-other-land-censorship-palestine/,0.0,0.9055,-0.9055
miami beach mayor,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/o-cinema-miami-beach-florida-no-other-land-censorship-palestine/,0.0,0.8643666666666667,-0.8643666666666667
tabsch interacted miami,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/o-cinema-miami-beach-florida-no-other-land-censorship-palestine/,0.0,0.8274333333333334,-0.8274333333333334
miami beach municipal,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/o-cinema-miami-beach-florida-no-other-land-censorship-palestine/,0.0,0.8710999999999999,-0.8710999999999999
youth deportations gerson,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/trump-hhs-unaccompanied-minors-immigration-legal/,0.0,0.9387666666666666,-0.9387666666666666
deportations gerson,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/trump-hhs-unaccompanied-minors-immigration-legal/,0.0,0.7536,-0.7536
support unaccompanied minors,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/trump-hhs-unaccompanied-minors-immigration-legal/,0.0,0.8819666666666667,-0.8819666666666667
000 unaccompanied minors,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/trump-hhs-unaccompanied-minors-immigration-legal/,0.0,0.9003,-0.9003
deportations gerson asked,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/trump-hhs-unaccompanied-minors-immigration-legal/,0.0,0.9006666666666666,-0.9006666666666666
trump trade tariffs,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/donald-trump-tariffs-corruption/,0.0,0.8888666666666666,-0.8888666666666666
trump tariffs potent,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/donald-trump-tariffs-corruption/,0.5,0.9013333333333332,-0.9013333333333332
tariffs trump poised,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/donald-trump-tariffs-corruption/,0.0,0.8522,-0.8522
trump tariffs,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/donald-trump-tariffs-corruption/,0.0,0.7282666666666667,-0.7282666666666667
tariffs trump,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/donald-trump-tariffs-corruption/,0.0,0.7381000000000001,-0.7381000000000001
deathtrap duncan fought,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/louisiana-execution-bolts-chris-duncan-jeff-landry-death-row-capital-punishment/,0.0,0.9076333333333334,-0.9076333333333334
duncan fought haley,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/louisiana-execution-bolts-chris-duncan-jeff-landry-death-row-capital-punishment/,0.0,0.8641,-0.8641
duncan fought,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/louisiana-execution-bolts-chris-duncan-jeff-landry-death-row-capital-punishment/,0.0,0.7871333333333334,-0.7871333333333334
fought haley mom,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/louisiana-execution-bolts-chris-duncan-jeff-landry-death-row-capital-punishment/,0.0,0.8957333333333333,-0.8957333333333333
duncan victim,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/louisiana-execution-bolts-chris-duncan-jeff-landry-death-row-capital-punishment/,-0.07500000000000001,0.7625666666666667,-0.7625666666666667
democracy tocqueville,left,https://www.motherjones.com,https://www.motherjones.com/politics/2024/11/our-democracy-photography-alexis-de-tocqueville-election-inequality/,0.0,0.7662,-0.7662
democracy tocqueville called,left,https://www.motherjones.com,https://www.motherjones.com/politics/2024/11/our-democracy-photography-alexis-de-tocqueville-election-inequality/,0.0,0.9014666666666667,-0.9014666666666667
crisis democracy tocqueville,left,https://www.motherjones.com,https://www.motherjones.com/politics/2024/11/our-democracy-photography-alexis-de-tocqueville-election-inequality/,0.0,0.8605999999999999,-0.8605999999999999
fight american democracy,left,https://www.motherjones.com,https://www.motherjones.com/politics/2024/11/our-democracy-photography-alexis-de-tocqueville-election-inequality/,0.0,0.8813,-0.8813
american democracy,left,https://www.motherjones.com,https://www.motherjones.com/politics/2024/11/our-democracy-photography-alexis-de-tocqueville-election-inequality/,0.0,0.8434333333333334,-0.8434333333333334
covid pandemic contrarian,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/trump-nih-jay-bhattacharya-covid-south-africa-nick-hudson-panda/,0.0,0.8599666666666667,-0.8599666666666667
prominent covid pandemic,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/trump-nih-jay-bhattacharya-covid-south-africa-nick-hudson-panda/,0.5,0.9113333333333333,-0.9113333333333333
covid pandemic,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/trump-nih-jay-bhattacharya-covid-south-africa-nick-hudson-panda/,0.0,0.8001,-0.8001
claimed covid pandemic,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/trump-nih-jay-bhattacharya-covid-south-africa-nick-hudson-panda/,0.0,0.8963,-0.8963
bhattacharya covid skeptics,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/trump-nih-jay-bhattacharya-covid-south-africa-nick-hudson-panda/,0.0,0.8551333333333333,-0.8551333333333333
alleged corruption,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/eric-adams-kash-patel-book-judge-drops-case-corruption/,-0.1,0.8148,-0.8148
brazen adams allegations,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/eric-adams-kash-patel-book-judge-drops-case-corruption/,0.0,0.8828999999999999,-0.8828999999999999
allegations adams,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/eric-adams-kash-patel-book-judge-drops-case-corruption/,0.0,0.7750666666666667,-0.7750666666666667
allegations adams fully,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/eric-adams-kash-patel-book-judge-drops-case-corruption/,0.0,0.9060666666666667,-0.9060666666666667
investigation alleged corruption,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/eric-adams-kash-patel-book-judge-drops-case-corruption/,-0.1,0.9374666666666668,-0.9374666666666668
anchor fox news,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/media-distrust-trump-republicans-fox-news-maga-megyn-kelly/,0.0,0.9300666666666667,-0.9300666666666667
ceo npr,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/media-distrust-trump-republicans-fox-news-maga-megyn-kelly/,0.0,0.7435666666666666,-0.7435666666666666
chair nbcuniversal news,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/media-distrust-trump-republicans-fox-news-maga-megyn-kelly/,0.0,0.9403666666666667,-0.9403666666666667
news semafor sponsored,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/media-distrust-trump-republicans-fox-news-maga-megyn-kelly/,0.0,0.9221333333333334,-0.9221333333333334
articles politics media,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/media-distrust-trump-republicans-fox-news-maga-megyn-kelly/,0.0,0.9292000000000001,-0.9292000000000001
wisconsin state supreme,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/susan-crawford-elon-musk-wisconsin-supreme-court-schimel-ttrump/,0.0,0.8699333333333333,-0.8699333333333333
wisconsin supreme court,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/susan-crawford-elon-musk-wisconsin-supreme-court-schimel-ttrump/,0.0,0.8845999999999999,-0.8845999999999999
opponent wisconsin supreme,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/susan-crawford-elon-musk-wisconsin-supreme-court-schimel-ttrump/,0.0,0.8969666666666667,-0.8969666666666667
said wisconsin supreme,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/susan-crawford-elon-musk-wisconsin-supreme-court-schimel-ttrump/,0.0,0.8896666666666667,-0.8896666666666667
issue wisconsin state,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/susan-crawford-elon-musk-wisconsin-supreme-court-schimel-ttrump/,0.0,0.9578666666666668,-0.9578666666666668
ban books indecent,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/texas-bill-prison-teachers-librarians-books-sexual-profane-content-ban/,0.0,0.8885,-0.8885
explicit content punishable,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/texas-bill-prison-teachers-librarians-books-sexual-profane-content-ban/,0.0,0.9062,-0.9062
books indecent content,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/texas-bill-prison-teachers-librarians-books-sexual-profane-content-ban/,0.0,0.9082333333333333,-0.9082333333333333
sexually explicit content,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/texas-bill-prison-teachers-librarians-books-sexual-profane-content-ban/,0.5,0.8759333333333332,-0.8759333333333332
children harm books,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/texas-bill-prison-teachers-librarians-books-sexual-profane-content-ban/,0.0,0.8729,-0.8729
prosecution pro trump,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/ed-martin-fundraiser-oath-keepers-january-6/,0.0,0.8043,-0.8043
accused capitol attackers,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/ed-martin-fundraiser-oath-keepers-january-6/,0.0,0.8466999999999999,-0.8466999999999999
pro trump insurrectionists,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/ed-martin-fundraiser-oath-keepers-january-6/,0.0,0.906,-0.906
trump administration prosecutor,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/ed-martin-fundraiser-oath-keepers-january-6/,0.0,0.8348333333333334,-0.8348333333333334
attack congress speech,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/ed-martin-fundraiser-oath-keepers-january-6/,0.0,0.8696,-0.8696
drug testing mothers,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/drug-testing-during-childbirth/,0.0,0.8502666666666667,-0.8502666666666667
maternal drug tests,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/drug-testing-during-childbirth/,0.0,0.8741666666666666,-0.8741666666666666
drug testing newborns,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/drug-testing-during-childbirth/,0.0,0.8527,-0.8527
drug test newborn,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/drug-testing-during-childbirth/,0.0,0.8624666666666667,-0.8624666666666667
newborn drug test,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/drug-testing-during-childbirth/,0.0,0.8709000000000001,-0.8709000000000001
podcast founder abortion,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/lizz-winstead-abortion-rights-ban-trump-dobbs/,0.0,0.8064,-0.8064
feminist buzzkills podcast,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/lizz-winstead-abortion-rights-ban-trump-dobbs/,0.0,0.8165,-0.8165
politics comedy educate,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/lizz-winstead-abortion-rights-ban-trump-dobbs/,0.0,0.9232333333333332,-0.9232333333333332
combining comedy politics,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/lizz-winstead-abortion-rights-ban-trump-dobbs/,0.0,0.9135666666666666,-0.9135666666666666
comedy politics,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/lizz-winstead-abortion-rights-ban-trump-dobbs/,0.0,0.8197000000000001,-0.8197000000000001
musk trump governing,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/elon-musk-cant-take-the-heat-wisconsin-supreme-court-empathy-doge/,0.0,0.8866333333333333,-0.8866333333333333
musk boastful threatening,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/elon-musk-cant-take-the-heat-wisconsin-supreme-court-empathy-doge/,0.0,0.8767333333333333,-0.8767333333333333
insane democrats musk,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/elon-musk-cant-take-the-heat-wisconsin-supreme-court-empathy-doge/,-1.0,0.8763,-0.8763
democrats musk spiraling,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/elon-musk-cant-take-the-heat-wisconsin-supreme-court-empathy-doge/,0.0,0.8237333333333333,-0.8237333333333333
democrats musk,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/elon-musk-cant-take-the-heat-wisconsin-supreme-court-empathy-doge/,0.0,0.7521,-0.7521
fight sanders rallies,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/bernie-sanders-alexandria-ocasio-cortez-fight-oligarchy-tour/,0.0,0.9304,-0.9304
sanders rallies,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/bernie-sanders-alexandria-ocasio-cortez-fight-oligarchy-tour/,0.0,0.8215333333333333,-0.8215333333333333
rallies sanders,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/bernie-sanders-alexandria-ocasio-cortez-fight-oligarchy-tour/,0.0,0.8318,-0.8318
sanders led fighting,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/bernie-sanders-alexandria-ocasio-cortez-fight-oligarchy-tour/,0.0,0.8631666666666667,-0.8631666666666667
fight sanders,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/bernie-sanders-alexandria-ocasio-cortez-fight-oligarchy-tour/,0.0,0.8144333333333332,-0.8144333333333332
biggest protest history,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/01/garrison-hayes-video-inauguration-black-church/,0.0,0.9423333333333334,-0.9423333333333334
time biggest protest,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/01/garrison-hayes-video-inauguration-black-church/,0.0,0.9105666666666666,-0.9105666666666666
protest history,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/01/garrison-hayes-video-inauguration-black-church/,0.0,0.8084000000000001,-0.8084000000000001
biggest protest,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/01/garrison-hayes-video-inauguration-black-church/,0.0,0.7676666666666666,-0.7676666666666666
protest endured,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/01/garrison-hayes-video-inauguration-black-church/,0.0,0.8206333333333333,-0.8206333333333333
rankin county notorious,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/this-weeks-reveal-podcast-the-deputies-who-tortured-a-mississippi-county/,0.0,0.8491,-0.8491
murphy says deputies,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/this-weeks-reveal-podcast-the-deputies-who-tortured-a-mississippi-county/,0.0,0.8860666666666667,-0.8860666666666667
deputies roamed rankin,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/this-weeks-reveal-podcast-the-deputies-who-tortured-a-mississippi-county/,0.0,0.8731,-0.8731
heard brutal sheriff,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/this-weeks-reveal-podcast-the-deputies-who-tortured-a-mississippi-county/,-0.875,0.8764,-0.8764
free mother jones,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/this-weeks-reveal-podcast-the-deputies-who-tortured-a-mississippi-county/,0.4,0.8757,-0.8757
did prison violence,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/the-strike-that-broke-a-supermax-prison-pelican-bay/,0.0,0.9244333333333333,-0.9244333333333333
prison violence,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/the-strike-that-broke-a-supermax-prison-pelican-bay/,0.0,0.8301666666666666,-0.8301666666666666
aggressively targeting prison,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/the-strike-that-broke-a-supermax-prison-pelican-bay/,0.0,0.8730333333333333,-0.8730333333333333
prison gangs morris,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/the-strike-that-broke-a-supermax-prison-pelican-bay/,0.0,0.8921,-0.8921
prison violence learn,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/the-strike-that-broke-a-supermax-prison-pelican-bay/,0.0,0.9067666666666666,-0.9067666666666666
judicial election wisconsin,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/elon-musk-susan-crawford-wisconsin-supreme-court/,0.0,0.8847333333333333,-0.8847333333333333
oligarchy wisconsin democratic,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/elon-musk-susan-crawford-wisconsin-supreme-court/,0.0,0.8962333333333333,-0.8962333333333333
wisconsin supreme court,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/elon-musk-susan-crawford-wisconsin-supreme-court/,0.0,0.8845999999999999,-0.8845999999999999
wisconsin democracy,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/elon-musk-susan-crawford-wisconsin-supreme-court/,0.0,0.7879666666666667,-0.7879666666666667
wisconsin democracy order,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/04/elon-musk-susan-crawford-wisconsin-supreme-court/,0.0,0.8631333333333333,-0.8631333333333333
usda dog training,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/doge-usda-job-cuts-reductions-force-higher-food-grocery-prices-agricultural-pests-inspections/,0.0,0.8533666666666667,-0.8533666666666667
supported usda dog,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/doge-usda-job-cuts-reductions-force-higher-food-grocery-prices-agricultural-pests-inspections/,0.0,0.8861,-0.8861
usda dog,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/doge-usda-job-cuts-reductions-force-higher-food-grocery-prices-agricultural-pests-inspections/,0.0,0.7706333333333334,-0.7706333333333334
funded usda animal,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/doge-usda-job-cuts-reductions-force-higher-food-grocery-prices-agricultural-pests-inspections/,0.0,0.8918666666666667,-0.8918666666666667
deploys dogs trained,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/doge-usda-job-cuts-reductions-force-higher-food-grocery-prices-agricultural-pests-inspections/,0.0,0.9099,-0.9099
trans rights trump,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/01/trump-tells-doj-to-prosecute-teachers-who-unlawfully-support-trans-or-nonbinary-students/,0.0,0.8721,-0.8721
